position,name,age,country,gender,wealthSource,industry,worth
2057,Randolph Lerner,56,United States,M,"banking, credit cards",Finance and Investments,1100
2058,David Xueling Li,45,China,M,live streaming service,Technology,1100
2059,Li Tan,53,China,F,pharmaceuticals,Healthcare,1100
2060,Li Weiguo,53,China,M,construction materials,Manufacturing,1100
2061,Liang Feng,49,China,M,manufacturing,Manufacturing,1100
2062,Liang Guangwei,54,China,M,conglomerate,Manufacturing,1100
2063,Liang Shezeng,86,China,M,real estate,Real Estate,1100
2064,Liao Chang,52,China,M,wine,Food and Beverage,1100
2065,Jenny Lindén Urnes,47,Sweden,F,powdered metal,Manufacturing,1100
2066,Liu Zhendong,47,China,M,industrial parks,Service,1100
2067,Liu Zhiqiang,53,China,M,conglomerate,Diversified,1100
2068,Jonathan Lu,49,China,M,e-commerce,Technology,1100
2069,William Macaulay,72,United States,M,energy investments,Energy,1100
2070,John Martin,67,United States,M,pharmaceuticals,Healthcare,1100
2071,Yves-Loic Martin,52,France,M,laboratory services,Healthcare,1100
2072,Satish Mehta,67,India,M,pharmaceuticals,Healthcare,1100
